date,channel,campaign_id,campaign_name,spend
10-02-2025,Google Ads,G002,Google Ads Campaign G002,2385
10-02-2025,Facebook,F001,Facebook Campaign F001,862
10-02-2025,Facebook,F002,Facebook Campaign F002,2099
10-02-2025,LinkedIn,L001,LinkedIn Campaign L001,2374
10-02-2025,TikTok,T001,TikTok Campaign T001,525
11-02-2025,Google Ads,G001,Google Ads Campaign G001,1097
11-02-2025,Google Ads,G002,Google Ads Campaign G002,1259
11-02-2025,Facebook,F001,Facebook Campaign F001,1804
11-02-2025,Facebook,F002,Facebook Campaign F002,752
11-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1115
11-02-2025,TikTok,T001,TikTok Campaign T001,958
12-02-2025,Google Ads,G001,Google Ads Campaign G001,846
12-02-2025,Google Ads,G002,Google Ads Campaign G002,1515
12-02-2025,Facebook,F001,Facebook Campaign F001,316
12-02-2025,Facebook,F002,Facebook Campaign F002,1543
12-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1369
12-02-2025,TikTok,T001,TikTok Campaign T001,2446
13-02-2025,Google Ads,G001,Google Ads Campaign G001,2068
13-02-2025,Google Ads,G002,Google Ads Campaign G002,1360
13-02-2025,Facebook,F001,Facebook Campaign F001,601
13-02-2025,Facebook,F002,Facebook Campaign F002,480
13-02-2025,LinkedIn,L001,LinkedIn Campaign L001,906
13-02-2025,TikTok,T001,TikTok Campaign T001,999
14-02-2025,Google Ads,G001,Google Ads Campaign G001,1292
14-02-2025,Google Ads,G002,Google Ads Campaign G002,1439
14-02-2025,Facebook,F001,Facebook Campaign F001,490
14-02-2025,Facebook,F002,Facebook Campaign F002,1280
14-02-2025,LinkedIn,L001,LinkedIn Campaign L001,2306
14-02-2025,TikTok,T001,TikTok Campaign T001,1484
15-02-2025,Google Ads,G001,Google Ads Campaign G001,427
15-02-2025,Google Ads,G002,Google Ads Campaign G002,2365
15-02-2025,Facebook,F001,Facebook Campaign F001,2116
15-02-2025,Facebook,F002,Facebook Campaign F002,2058
15-02-2025,LinkedIn,L001,LinkedIn Campaign L001,869
15-02-2025,TikTok,T001,TikTok Campaign T001,1646
16-02-2025,Google Ads,G001,Google Ads Campaign G001,2195
16-02-2025,Google Ads,G002,Google Ads Campaign G002,925
16-02-2025,Facebook,F001,Facebook Campaign F001,1986
16-02-2025,Facebook,F002,Facebook Campaign F002,454
16-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1709
16-02-2025,TikTok,T001,TikTok Campaign T001,1084
17-02-2025,Google Ads,G001,Google Ads Campaign G001,545
17-02-2025,Google Ads,G002,Google Ads Campaign G002,1800
17-02-2025,Facebook,F001,Facebook Campaign F001,2005
17-02-2025,Facebook,F002,Facebook Campaign F002,837
17-02-2025,LinkedIn,L001,LinkedIn Campaign L001,2190
17-02-2025,TikTok,T001,TikTok Campaign T001,2141
18-02-2025,Google Ads,G001,Google Ads Campaign G001,1220
18-02-2025,Google Ads,G002,Google Ads Campaign G002,824
18-02-2025,Facebook,F001,Facebook Campaign F001,1829
18-02-2025,Facebook,F002,Facebook Campaign F002,335
18-02-2025,LinkedIn,L001,LinkedIn Campaign L001,984
18-02-2025,TikTok,T001,TikTok Campaign T001,319
19-02-2025,Google Ads,G001,Google Ads Campaign G001,699
19-02-2025,Google Ads,G002,Google Ads Campaign G002,1271
19-02-2025,Facebook,F001,Facebook Campaign F001,2206
19-02-2025,Facebook,F002,Facebook Campaign F002,1466
19-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1415
19-02-2025,TikTok,T001,TikTok Campaign T001,1133
20-02-2025,Google Ads,G001,Google Ads Campaign G001,2123
20-02-2025,Google Ads,G002,Google Ads Campaign G002,2282
20-02-2025,Facebook,F001,Facebook Campaign F001,1153
20-02-2025,Facebook,F002,Facebook Campaign F002,350
20-02-2025,LinkedIn,L001,LinkedIn Campaign L001,874
20-02-2025,TikTok,T001,TikTok Campaign T001,1448
21-02-2025,Google Ads,G001,Google Ads Campaign G001,2497
21-02-2025,Google Ads,G002,Google Ads Campaign G002,2015
21-02-2025,Facebook,F001,Facebook Campaign F001,981
21-02-2025,Facebook,F002,Facebook Campaign F002,1137
21-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1377
21-02-2025,TikTok,T001,TikTok Campaign T001,1895
22-02-2025,Google Ads,G001,Google Ads Campaign G001,304
22-02-2025,Google Ads,G002,Google Ads Campaign G002,1426
22-02-2025,Facebook,F001,Facebook Campaign F001,1519
22-02-2025,Facebook,F002,Facebook Campaign F002,1073
22-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1176
22-02-2025,TikTok,T001,TikTok Campaign T001,1291
23-02-2025,Google Ads,G001,Google Ads Campaign G001,346
23-02-2025,Google Ads,G002,Google Ads Campaign G002,568
23-02-2025,Facebook,F001,Facebook Campaign F001,669
23-02-2025,Facebook,F002,Facebook Campaign F002,935
23-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1429
23-02-2025,TikTok,T001,TikTok Campaign T001,1993
24-02-2025,Google Ads,G001,Google Ads Campaign G001,1982
24-02-2025,Google Ads,G002,Google Ads Campaign G002,956
24-02-2025,Facebook,F001,Facebook Campaign F001,419
24-02-2025,Facebook,F002,Facebook Campaign F002,1130
24-02-2025,LinkedIn,L001,LinkedIn Campaign L001,2110
24-02-2025,TikTok,T001,TikTok Campaign T001,1381
25-02-2025,Google Ads,G001,Google Ads Campaign G001,2274
25-02-2025,Google Ads,G002,Google Ads Campaign G002,1669
25-02-2025,Facebook,F001,Facebook Campaign F001,1040
25-02-2025,Facebook,F002,Facebook Campaign F002,416
25-02-2025,LinkedIn,L001,LinkedIn Campaign L001,2153
25-02-2025,TikTok,T001,TikTok Campaign T001,1450
26-02-2025,Google Ads,G001,Google Ads Campaign G001,2231
26-02-2025,Google Ads,G002,Google Ads Campaign G002,1312
26-02-2025,Facebook,F001,Facebook Campaign F001,1964
26-02-2025,Facebook,F002,Facebook Campaign F002,1381
26-02-2025,LinkedIn,L001,LinkedIn Campaign L001,933
26-02-2025,TikTok,T001,TikTok Campaign T001,812
27-02-2025,Google Ads,G001,Google Ads Campaign G001,1419
27-02-2025,Google Ads,G002,Google Ads Campaign G002,1441
27-02-2025,Facebook,F001,Facebook Campaign F001,859
27-02-2025,Facebook,F002,Facebook Campaign F002,787
27-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1196
27-02-2025,TikTok,T001,TikTok Campaign T001,1512
28-02-2025,Google Ads,G001,Google Ads Campaign G001,1003
28-02-2025,Google Ads,G002,Google Ads Campaign G002,1770
28-02-2025,Facebook,F001,Facebook Campaign F001,880
28-02-2025,Facebook,F002,Facebook Campaign F002,453
28-02-2025,LinkedIn,L001,LinkedIn Campaign L001,1979
28-02-2025,TikTok,T001,TikTok Campaign T001,1296
01-03-2025,Google Ads,G001,Google Ads Campaign G001,1543
01-03-2025,Google Ads,G002,Google Ads Campaign G002,1392
01-03-2025,Facebook,F001,Facebook Campaign F001,1308
01-03-2025,Facebook,F002,Facebook Campaign F002,2441
01-03-2025,LinkedIn,L001,LinkedIn Campaign L001,2073
01-03-2025,TikTok,T001,TikTok Campaign T001,1257
02-03-2025,Google Ads,G001,Google Ads Campaign G001,752
02-03-2025,Google Ads,G002,Google Ads Campaign G002,1527
02-03-2025,Facebook,F001,Facebook Campaign F001,850
02-03-2025,Facebook,F002,Facebook Campaign F002,1935
02-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1612
02-03-2025,TikTok,T001,TikTok Campaign T001,2057
03-03-2025,Google Ads,G001,Google Ads Campaign G001,656
03-03-2025,Google Ads,G002,Google Ads Campaign G002,2370
03-03-2025,Facebook,F001,Facebook Campaign F001,2085
03-03-2025,Facebook,F002,Facebook Campaign F002,2081
03-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1931
03-03-2025,TikTok,T001,TikTok Campaign T001,1315
04-03-2025,Google Ads,G001,Google Ads Campaign G001,1648
04-03-2025,Google Ads,G002,Google Ads Campaign G002,815
04-03-2025,Facebook,F001,Facebook Campaign F001,635
04-03-2025,Facebook,F002,Facebook Campaign F002,2082
04-03-2025,LinkedIn,L001,LinkedIn Campaign L001,796
04-03-2025,TikTok,T001,TikTok Campaign T001,1195
05-03-2025,Google Ads,G001,Google Ads Campaign G001,1151
05-03-2025,Google Ads,G002,Google Ads Campaign G002,1987
05-03-2025,Facebook,F001,Facebook Campaign F001,2231
05-03-2025,Facebook,F002,Facebook Campaign F002,1868
05-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1256
05-03-2025,TikTok,T001,TikTok Campaign T001,1936
06-03-2025,Google Ads,G001,Google Ads Campaign G001,1591
06-03-2025,Google Ads,G002,Google Ads Campaign G002,1740
06-03-2025,Facebook,F001,Facebook Campaign F001,1491
06-03-2025,Facebook,F002,Facebook Campaign F002,1366
06-03-2025,LinkedIn,L001,LinkedIn Campaign L001,584
06-03-2025,TikTok,T001,TikTok Campaign T001,311
07-03-2025,Google Ads,G001,Google Ads Campaign G001,1930
07-03-2025,Google Ads,G002,Google Ads Campaign G002,1053
07-03-2025,Facebook,F001,Facebook Campaign F001,2382
07-03-2025,Facebook,F002,Facebook Campaign F002,389
07-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1075
07-03-2025,TikTok,T001,TikTok Campaign T001,1925
08-03-2025,Google Ads,G001,Google Ads Campaign G001,717
08-03-2025,Google Ads,G002,Google Ads Campaign G002,414
08-03-2025,Facebook,F001,Facebook Campaign F001,916
08-03-2025,Facebook,F002,Facebook Campaign F002,1125
08-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1949
08-03-2025,TikTok,T001,TikTok Campaign T001,1816
09-03-2025,Google Ads,G001,Google Ads Campaign G001,712
09-03-2025,Google Ads,G002,Google Ads Campaign G002,1028
09-03-2025,Facebook,F001,Facebook Campaign F001,975
09-03-2025,Facebook,F002,Facebook Campaign F002,2192
09-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1422
09-03-2025,TikTok,T001,TikTok Campaign T001,1871
10-03-2025,Google Ads,G001,Google Ads Campaign G001,1277
10-03-2025,Google Ads,G002,Google Ads Campaign G002,1308
10-03-2025,Facebook,F001,Facebook Campaign F001,2443
10-03-2025,Facebook,F002,Facebook Campaign F002,1987
10-03-2025,LinkedIn,L001,LinkedIn Campaign L001,336
10-03-2025,TikTok,T001,TikTok Campaign T001,1848
11-03-2025,Google Ads,G001,Google Ads Campaign G001,1172
11-03-2025,Google Ads,G002,Google Ads Campaign G002,2121
11-03-2025,Facebook,F001,Facebook Campaign F001,1596
11-03-2025,Facebook,F002,Facebook Campaign F002,2409
11-03-2025,LinkedIn,L001,LinkedIn Campaign L001,895
11-03-2025,TikTok,T001,TikTok Campaign T001,2203
12-03-2025,Google Ads,G001,Google Ads Campaign G001,1028
12-03-2025,Google Ads,G002,Google Ads Campaign G002,1665
12-03-2025,Facebook,F001,Facebook Campaign F001,696
12-03-2025,Facebook,F002,Facebook Campaign F002,998
12-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1935
12-03-2025,TikTok,T001,TikTok Campaign T001,695
13-03-2025,Google Ads,G001,Google Ads Campaign G001,375
13-03-2025,Google Ads,G002,Google Ads Campaign G002,564
13-03-2025,Facebook,F001,Facebook Campaign F001,2119
13-03-2025,Facebook,F002,Facebook Campaign F002,1017
13-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1150
13-03-2025,TikTok,T001,TikTok Campaign T001,1690
14-03-2025,Google Ads,G001,Google Ads Campaign G001,443
14-03-2025,Google Ads,G002,Google Ads Campaign G002,1184
14-03-2025,Facebook,F001,Facebook Campaign F001,695
14-03-2025,Facebook,F002,Facebook Campaign F002,1792
14-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1467
14-03-2025,TikTok,T001,TikTok Campaign T001,1362
15-03-2025,Google Ads,G001,Google Ads Campaign G001,2456
15-03-2025,Google Ads,G002,Google Ads Campaign G002,1365
15-03-2025,Facebook,F001,Facebook Campaign F001,1509
15-03-2025,Facebook,F002,Facebook Campaign F002,933
15-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1456
15-03-2025,TikTok,T001,TikTok Campaign T001,1538
16-03-2025,Google Ads,G001,Google Ads Campaign G001,1032
16-03-2025,Google Ads,G002,Google Ads Campaign G002,534
16-03-2025,Facebook,F001,Facebook Campaign F001,1050
16-03-2025,Facebook,F002,Facebook Campaign F002,1253
16-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1842
16-03-2025,TikTok,T001,TikTok Campaign T001,1497
17-03-2025,Google Ads,G001,Google Ads Campaign G001,1976
17-03-2025,Google Ads,G002,Google Ads Campaign G002,1491
17-03-2025,Facebook,F001,Facebook Campaign F001,1716
17-03-2025,Facebook,F002,Facebook Campaign F002,1517
17-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1840
17-03-2025,TikTok,T001,TikTok Campaign T001,2376
18-03-2025,Google Ads,G001,Google Ads Campaign G001,1745
18-03-2025,Google Ads,G002,Google Ads Campaign G002,1819
18-03-2025,Facebook,F001,Facebook Campaign F001,1688
18-03-2025,Facebook,F002,Facebook Campaign F002,2156
18-03-2025,LinkedIn,L001,LinkedIn Campaign L001,1665
18-03-2025,TikTok,T001,TikTok Campaign T001,799
19-03-2025,Google Ads,G001,Google Ads Campaign G001,1980
19-03-2025,Google Ads,G002,Google Ads Campaign G002,810
